id,producer_id,name,name_short,variant_name,variant_name_short,model_name,erp_product_id,shop_id,shop_variant_id,show_from,show_to,ean,parent_product_id,product_availability_id,price_selling,price_old,has_variant,vat_rate_id,product_category_id,producer_code,season,date_created,partner_id,sold_out_score,category1,category2,category3,category4,producer
547658,67,Dámské triko Regatta Wm Fingal Edition - XL / fialová/šedá,Dámské triko Regatta Wm Fingal Edition,Velikost: XL / Barva: fialová/šedá,XL / fialová/šedá,Wm Fingal Edition,775897,110398,1158904,2025-01-13 00:00:00,2036-04-20 00:00:00,5063516351245,281675,2,169,549,,1,233,RWT231_ZN7_16L,SS26,2026-04-21 00:59:55,,1,Oblečení,Trika,Dámská trika a košile,Dámská trika s krátkým rukávem,Regatta
417272,301,Voucher 4camping Elektronický dárkový poukaz - Výhledy / 1000,Voucher 4camping Elektronický dárkový poukaz,Design poukazu: Výhledy / Hodnota poukazu: 1000,Výhledy / 1000,Elektronický dárkový poukaz,643618,145132,858842,2025-01-13 00:00:00,2036-04-20 00:00:00,,411471,2,500,500,,1,400,,,2026-04-21 00:59:55,,1,Dárky pro milovníky přírody,Dárkové poukazy,Dárkové poukazy,Dárkové poukazy,4camping
473827,13,Příbor Easy Camp Travel Cutlery Deluxe - stříbrná,Příbor Easy Camp Travel Cutlery Deluxe,Barva: stříbrná,stříbrná,Travel Cutlery Deluxe,704661,165852,988314,2026-02-26 00:00:00,2036-04-20 00:00:00,5709388155450,473826,2,239,279,,1,159,680298,SS26,2026-04-21 00:59:55,,1,Vybavení,Vaření a jídlo,Kempingové nádobí,"Sporky, cestovní příbory",Easy Camp
493654,67,Dámské kalhoty Regatta Women’s Montorn,Dámské kalhoty Regatta Women’s Montorn,,,Women’s Montorn,720755,170836,,2025-09-07 00:00:00,2036-04-20 00:00:00,,,2,919,2039,true,1,115,,,2026-04-21 00:59:55,,,Oblečení,Outdoorové kalhoty,Dámské kalhoty,Dámské kalhoty,Regatta
539149,68,Pánské kraťasy Dare 2b Ultimate II Short - XL / černá,Pánské kraťasy Dare 2b Ultimate II Short,Velikost: XL / Barva: černá,XL / černá,Ultimate II Short,781710,185448,1139703,2026-04-15 00:00:00,2036-04-20 00:00:00,5063516276760,539146,2,1009,1679,,1,108,DMJ637_800_80,SS26,2026-04-21 00:59:55,,0.8,Oblečení,Kraťasy a 3/4 kalhoty,Pánské kraťasy a 3/4 kalhoty,Pánské kraťasy a 3/4 kalhoty,Dare 2b
415202,116,Dámské trekové boty Merrell Moab Speed 2 GTX,Dámské trekové boty Merrell Moab Speed 2 GTX,,,Moab Speed 2 GTX,648446,146165,,2026-02-09 00:00:00,2036-04-20 00:00:00,,,2,2789,4299,true,1,257,,,2026-04-21 00:59:55,,1,Boty,Trekové boty,Dámské trekové boty,Dámské nízké trekové boty,Merrell
367233,106,Dámské kalhoty Montane Fem Tucana Lite Pants Reg Leg - S / černá,Dámské kalhoty Montane Fem Tucana Lite Pants Reg Leg,Velikost: S / Barva: černá,S / černá,Fem Tucana Lite Pants Reg Leg,611010,136183,777511,2025-01-13 00:00:00,2036-04-20 00:00:00,5056601007882,367005,10,1489,2580,,1,115,FTUPRBLAB15,SS24,2026-04-21 00:59:55,,0.7,Oblečení,Outdoorové kalhoty,Dámské kalhoty,Dámské kalhoty,Montane
488404,67,Pánská bunda na běžky Regatta Everet - L / tmavě modrá,Pánská bunda na běžky Regatta Everet,Velikost: L / Barva: tmavě modrá,L / tmavě modrá,Everet,723909,169933,1022308,2025-09-02 00:00:00,2036-04-20 00:00:00,5063516137207,488384,2,789,1759,,1,239,RMA675_ZV7_70,FW25,2026-04-21 00:59:55,,0.8,Oblečení,Bundy,Přechodné jarní a podzimní bundy,Pánské jarní a podzimní bundy,Regatta
456795,484,Pánské triko Helly Hansen Hh Logo T-Shirt 3.0,Pánské triko Helly Hansen Hh Logo T-Shirt 3.0,,,Hh Logo T-Shirt 3.0,689203,160053,,2026-01-25 00:00:00,2036-04-20 00:00:00,,,2,799,890,true,1,234,,,2026-04-21 00:59:55,,,Oblečení,Trika,Pánská trika a košile,Pánská trika s krátkým rukávem,Helly Hansen
166190,300,Termoska na jídlo Thermos Funtainer (290ml) - růžová,Termoska na jídlo Thermos Funtainer (290ml),Barva: růžová,růžová,Funtainer (290ml),111763,39658,291056,2026-02-05 00:00:00,2036-04-21 00:00:00,5010576230133,23310,1,699,699,,1,564,123013,SS26,2026-04-21 00:59:55,,0,Vybavení,Vaření a jídlo,Termosky a lahve,Dětské termosky,Thermos
539386,68,Pánská bunda Dare 2b Mountaineer Softshell Jacket - XXXL / modrá,Pánská bunda Dare 2b Mountaineer Softshell Jacket,Velikost: XXXL / Barva: modrá,XXXL / modrá,Mountaineer Softshell Jacket,781797,185484,1140292,2026-04-16 00:00:00,2036-04-20 00:00:00,5063516288602,539380,10,3359,3359,,1,239,DMN482_ZXL_95,SS26,2026-04-21 00:59:55,,1,Oblečení,Bundy,Přechodné jarní a podzimní bundy,Pánské jarní a podzimní bundy,Dare 2b
286575,478,Odpadkový koš Brunner Pillar,Odpadkový koš Brunner Pillar,,,Pillar,524524,112030,,2026-01-29 00:00:00,2036-04-20 00:00:00,,,2,399,519,true,1,707,,,2026-04-21 00:59:55,,1,Caravaning,Odpadkové koše do karavanu,Odpadkové koše do karavanu,Odpadkové koše do karavanu,Brunner
477690,230,Dámské legíny Craft Core Essence Tights 2 W,Dámské legíny Craft Core Essence Tights 2 W,,,Core Essence Tights 2 W,709257,167133,,2025-09-15 00:00:00,2036-04-20 00:00:00,,,2,1059,1250,true,1,448,,,2026-04-21 00:59:55,,,Oblečení,Outdoorové kalhoty,Dámské kalhoty,Legíny,Craft
274271,273,Lezečky Ocún Ozone HV - 44 / modrá,Lezečky Ocún Ozone HV,Velikost bot (EU): 44 / Barva: modrá,44 / modrá,Ozone HV,471729,108538,557860,2025-01-13 00:00:00,2036-04-20 00:00:00,8591804654770,274240,2,2969,3190,,1,163,4701,SS26,2026-04-21 00:59:55,,1,Horolezecké vybavení,Lezečky (lezecké boty),Lezečky (lezecké boty),Lezečky (lezecké boty),Ocún
537475,40,Pánská softshellová bunda Ortovox Trace Windbreaker Jacket M - M / modrá,Pánská softshellová bunda Ortovox Trace Windbreaker Jacket M,Velikost: M / Barva: modrá,M / modrá,Trace Windbreaker Jacket M,770278,184935,1135867,2026-03-26 00:00:00,2036-04-20 00:00:00,4255736245683,537474,10,3789,4199,,1,239,OVX-62760,SS26,2026-04-21 00:59:55,,0.7,Oblečení,Bundy,Přechodné jarní a podzimní bundy,Pánské jarní a podzimní bundy,Ortovox
511000,262,Dámské boty Salomon Techamphibian 5 - 38 2/3 / šedá,Dámské boty Salomon Techamphibian 5,Velikost bot (EU): 38 2/3 / Barva: šedá,38 2/3 / šedá,Techamphibian 5,742314,143998,1075366,2026-03-30 00:00:00,2036-04-20 00:00:00,198720289604,407918,10,2369,2890,,1,259,L49110600024,SS26,2026-04-21 00:59:55,,0.3,Boty,Sandály,Dámské sportovní sandály,Dámské sportovní sandály,Salomon
511910,262,Dámské boty Salomon X Ultra 360 Mid Gore-Tex - 38 / tmavě modrá,Dámské boty Salomon X Ultra 360 Mid Gore-Tex,Velikost bot (EU): 38 / Barva: tmavě modrá,38 / tmavě modrá,X Ultra 360 Mid Gore-Tex,743019,144029,1077414,2025-01-13 00:00:00,2036-04-20 00:00:00,198720282483,408249,2,2809,3990,,1,258,L49101500023,SS26,2026-04-21 00:59:55,,0.6,Boty,Trekové boty,Dámské trekové boty,Dámské kotníkové trekové boty,Salomon
449794,262,Dámské boty Salomon Genesis - 40 / černá/béžová,Dámské boty Salomon Genesis,Velikost bot (EU): 40 / Barva: černá/béžová,40 / černá/béžová,Genesis,681396,144040,933855,2025-01-13 00:00:00,2036-04-20 00:00:00,195751930420,408286,1,2539,3790,,1,453,L47820400,FW25,2026-04-21 00:59:55,,0.6,Boty,Běžecké boty,Dámské běžecké boty,Dámské běžecké boty,Salomon
480831,301,Pytel na odpadky 4camping Trashbag - modrá,Pytel na odpadky 4camping Trashbag,Barva: modrá,modrá,Trashbag,710718,168333,1004062,2025-10-07 00:00:00,2036-04-20 00:00:00,8595698846143,480828,2,299,439,,1,372,,SS26,2026-04-21 00:59:55,,1,Vybavení,Cestovní vychytávky a doplňky,Cestovní vychytávky a doplňky,Cestovní vychytávky a doplňky,4camping
292946,408,Trekové hole Warg Compact Light - černá/modrá,Trekové hole Warg Compact Light,Barva: černá/modrá,černá/modrá,Compact Light,522615,113940,602764,2025-09-22 00:00:00,2036-04-20 00:00:00,8595698812346,292942,2,1199,1899,,1,509,,SS26,2026-04-21 00:59:55,,1,Vybavení,Trekingové a Nordic Walking hole,Trekingové hole,Trekingové hole,Warg
294287,545,Pantofle Crocs Classic - 42-43 / tmavě modrá,Pantofle Crocs Classic,Velikost bot (EU): 42-43 / Barva: tmavě modrá,42-43 / tmavě modrá,Classic,530552,114450,605673,2026-03-16 00:00:00,2036-04-20 00:00:00,841158002740,294237,10,1059,1519,,1,579,10001-410-M9W11,SS26,2026-04-21 00:59:55,,0.3,Boty,Pantofle,Pánské pantofle,Pánské pantofle,Crocs
535484,596,Dámské triko Patagonia Women's Capilene Cool Daily Shirt - Boardshort Logo - XS / zelená,Dámské triko Patagonia Women's Capilene Cool Daily Shirt - Boardshort Logo,Velikost: XS / Barva: zelená,XS / zelená,Women's Capilene Cool Daily Shirt - Boardshort Logo,764972,184467,1131099,2026-03-11 00:00:00,2036-04-19 00:00:00,198077706281,535475,10,1239,1299,,1,277,45489_BSLX,SS26,2026-04-21 00:59:55,,0.7,Oblečení,Funkční prádlo,Dámské funkční prádlo,Dámská funkční trička s krátkým rukávem,Patagonia
542055,81,Dámské triko Alpine Pro Termesa 3 - XL / fialová,Dámské triko Alpine Pro Termesa 3,Velikost: XL / Barva: fialová,XL / fialová,Termesa 3,772050,186261,1146417,2026-04-12 00:00:00,2036-04-20 00:00:00,8591747931181,542047,1,469,549,,1,233,LTSG99F831PA,SS26,2026-04-21 00:59:55,,0.5,Oblečení,Trika,Dámská trika a košile,Dámská trika s krátkým rukávem,Alpine Pro
488053,48,Ledvinka The North Face Terra Lumbar 6L - černá/šedá,Ledvinka The North Face Terra Lumbar 6L,Barva: černá/šedá,černá/šedá,Terra Lumbar 6L,719419,169863,1021435,2026-02-08 00:00:00,2036-04-20 00:00:00,197642135907,488051,2,1179,1390,,1,93,NF0A81EN4JK1,SS26,2026-04-21 00:59:55,,1,"Batohy, tašky, kufry",Ledvinky,Ledvinky,Ledvinky,The North Face
548160,68,Dámské triko Dare 2b Chase II Tee,Dámské triko Dare 2b Chase II Tee,,,Chase II Tee,781609,187872,,2026-04-14 00:00:00,2036-04-20 00:00:00,,,2,409,689,true,1,233,,,2026-04-21 00:59:55,,,Oblečení,Trika,Dámská trika a košile,Dámská trika s krátkým rukávem,Dare 2b
341544,47,Turistický batoh Osprey Exos Pro 55 - S/M / šedá/modrá,Turistický batoh Osprey Exos Pro 55,Velikost zad batohu: S/M / Barva: šedá/modrá,S/M / šedá/modrá,Exos Pro 55,593032,129241,716659,2026-03-17 00:00:00,2036-04-20 00:00:00,843820149296,341380,2,5949,6699,,1,80,10004714,SS26,2026-04-21 00:59:55,,1,"Batohy, tašky, kufry",Batohy,Turistické batohy a krosny,Turistické batohy a krosny,Osprey
489862,425,"Dámské běžecké boty Altra W Timp 5 Gtx - 37,5 / černá",Dámské běžecké boty Altra W Timp 5 Gtx,"Velikost bot (EU): 37,5 / Barva: černá","37,5 / černá",W Timp 5 Gtx,715917,161590,1025997,2025-03-06 00:00:00,2036-04-20 00:00:00,197804633326,461046,2,4459,4690,,1,453,AL0A85Q2,FW25,2026-04-21 00:59:55,,0.6,Boty,Běžecké boty,Dámské běžecké boty,Dámské běžecké boty,Altra
426505,406,Dámské běžecké boty On Running Cloudhorizon WP 2024 - 42 / černá,Dámské běžecké boty On Running Cloudhorizon WP 2024,Velikost bot (EU): 42 / Barva: černá,42 / černá,Cloudhorizon WP 2024,649518,149471,880756,2025-01-13 00:00:00,2036-04-20 00:00:00,7630867887464,426496,1,4229,5290,,1,453,3WE10020106,FW24,2026-04-21 00:59:55,,0.1,Boty,Běžecké boty,Dámské běžecké boty,Dámské běžecké boty,On Running
489805,425,"Dámské běžecké boty Altra W Lone Peak 9+ - 37,5 / černá",Dámské běžecké boty Altra W Lone Peak 9+,"Velikost bot (EU): 37,5 / Barva: černá","37,5 / černá",W Lone Peak 9+,715872,161569,1025854,2025-03-06 00:00:00,2036-04-20 00:00:00,197642818022,460908,2,3890,3890,,1,453,AL0A85RH,SS26,2026-04-21 00:59:55,,0.2,Boty,Běžecké boty,Dámské běžecké boty,Dámské běžecké boty,Altra
192735,183,Dámské plavky Aquawave Zoey Wmns,Dámské plavky Aquawave Zoey Wmns,,,Zoey Wmns,163593,82409,,2026-04-19 00:00:00,2026-04-19 00:00:00,,,1,749,749,true,1,789,,,2026-04-21 00:59:55,,1,Oblečení,Plavky,Dámské plavky,Jednodílné plavky,Aquawave
541010,157,Pánské tričko Hi-Tec Hatricko - M / zelená,Pánské tričko Hi-Tec Hatricko,Velikost: M / Barva: zelená,M / zelená,Hatricko,771309,185958,1144048,2026-03-18 00:00:00,2036-04-20 00:00:00,5902786733699,541004,2,409,479,,1,234,G00000000868697,SS26,2026-04-21 00:59:55,,1,Oblečení,Trika,Pánská trika a košile,Pánská trika s krátkým rukávem,Hi-Tec
472387,214,Zadní blikačka Fenix BC06R - červená,Zadní blikačka Fenix BC06R,Barva: červená,červená,BC06R,701318,165156,985374,2025-10-16 00:00:00,2036-04-20 00:00:00,6942870311234,472385,2,949,949,,1,521,BC06R,SS26,2026-04-21 00:59:55,,1,Vybavení na kolo,Světla na kolo,Světla na kolo,Světla na kolo,Fenix
535388,311,Vložka do spacáku Patizon Micro Liner S/M (156-189 cm) - modrá,Vložka do spacáku Patizon Micro Liner S/M (156-189 cm),Barva: modrá,modrá,Micro Liner S/M (156-189 cm),764610,184444,1130866,2026-03-04 00:00:00,2036-04-19 00:00:00,8594197658011,535385,1,1399,1399,,1,185,,SS26,2026-04-21 00:59:55,,0,Doplňky ke spacákům,Vložky do spacáků,Vložky do spacáků,Vložky do spacáků,Patizon
514912,47,Dámský batoh Osprey Kyte 68,Dámský batoh Osprey Kyte 68,,,Kyte 68,752273,177829,,2026-02-22 00:00:00,2036-04-02 00:00:00,,,2,5699,6699,true,1,80,,,2026-04-21 00:59:55,,,"Batohy, tašky, kufry",Batohy,Turistické batohy a krosny,Turistické batohy a krosny,Osprey
416878,21,Pánské boty Lowa Renegade Evo Gtx Lo,Pánské boty Lowa Renegade Evo Gtx Lo,,,Renegade Evo Gtx Lo,652417,146983,,2025-01-13 00:00:00,2036-04-20 00:00:00,,,2,4399,5070,true,1,250,,,2026-04-21 00:59:55,,1,Boty,Trekové boty,Pánské trekové boty,Pánské nízké trekové boty,Lowa
534486,698,Dětské boty Superfit Trace Blue - 34 / modrá,Dětské boty Superfit Trace Blue,Velikost bot (EU): 34 / Barva: modrá,34 / modrá,Trace Blue,767037,184173,1128853,2026-03-11 00:00:00,2036-04-20 00:00:00,9010925279956,534482,10,2219,2470,,1,271,1-006027-8010,SS26,2026-04-21 00:59:55,,1,Boty,Městské a volnočasové boty,Dětské městské a volnočasové boty,Dětské městské a volnočasové boty,Superfit
456833,484,Pánské boty Helly Hansen Crew Low - 43 / tmavě modrá,Pánské boty Helly Hansen Crew Low,Velikost bot (EU): 43 / Barva: tmavě modrá,43 / tmavě modrá,Crew Low,690160,160060,949866,2026-04-19 00:00:00,2036-04-20 00:00:00,7040059706273,456827,10,2139,3290,,1,269,12011_597-9.5,SS25,2026-04-21 00:59:55,,0.1,Boty,Městské a volnočasové boty,Pánské městské a volnočasové boty,Pánské městské a volnočasové boty,Helly Hansen
280334,290,Dětské ponožkoboty Skinners Kids 2.0,Dětské ponožkoboty Skinners Kids 2.0,,,Kids 2.0,501979,110041,,2025-01-13 00:00:00,2036-04-20 00:00:00,,,2,1129,1190,true,1,125,,,2026-04-21 00:59:55,,1,Oblečení,Doplňky k oblečení,Ponožky,Ponožky,Skinners
447189,67,Dětská mikina Regatta Prenton III - 122-128 / oranžová,Dětská mikina Regatta Prenton III,Dětská velikost: 122-128 / Barva: oranžová,122-128 / oranžová,Prenton III,679805,156535,928296,2026-04-08 00:00:00,2036-04-20 00:00:00,5063019800820,447182,2,499,999,,1,121,RKL128_21A,SS26,2026-04-21 00:59:55,,0.9,Oblečení,Mikiny,Dětské mikiny,Dětské mikiny,Regatta
269309,12,Univerzální pásek Sea to Summit Stretch-Loc 12 - 12mm x 300mm - černá,Univerzální pásek Sea to Summit Stretch-Loc 12 - 12mm x 300mm,Barva: černá,černá,Stretch-Loc 12 - 12mm x 300mm,469739,81211,545964,2026-04-19 00:00:00,2026-04-19 00:00:00,9327868144983,189806,1,179,248.75,,1,369,ATD2079-01020115,FW25,2026-04-21 00:59:55,,0,Doplňky k batohům,Popruhy a přezky,Popruhy a přezky,Popruhy a přezky,Sea to Summit
546010,197,Dámské funkční triko Kilpi Dima-W,Dámské funkční triko Kilpi Dima-W,,,Dima-W,779591,187267,,2026-04-16 00:00:00,2036-04-19 00:00:00,,,2,599,599,true,1,277,,,2026-04-21 00:59:55,,,Oblečení,Funkční prádlo,Dámské funkční prádlo,Dámská funkční trička s krátkým rukávem,Kilpi
380466,161,Pánské funkční triko Sensor Merino Active SNSR,Pánské funkční triko Sensor Merino Active SNSR,,,Merino Active SNSR,627474,140413,,2025-01-13 00:00:00,2036-04-20 00:00:00,,,2,1529,1799,true,1,276,,,2026-04-21 00:59:55,,0,Oblečení,Funkční prádlo,Pánské termoprádlo,Pánská funkční trička s krátkým rukávem,Sensor
425527,260,Batoh Fjällräven Kånken - světle oranžová,Batoh Fjällräven Kånken,Barva: světle oranžová,světle oranžová,Kånken,647257,73893,878402,2025-09-15 00:00:00,2036-04-20 00:00:00,7323451017933,36112,2,1599,2490,,1,84,F23510,FW24,2026-04-21 00:59:55,,1,"Batohy, tašky, kufry",Batohy,Městské batohy,Městské batohy,Fjällräven
497722,370,Dámské triko Dynafit Graphic Co W S/S Tee,Dámské triko Dynafit Graphic Co W S/S Tee,,,Graphic Co W S/S Tee,720978,171555,,2025-09-15 00:00:00,2036-04-20 00:00:00,,,2,899,1050,true,1,233,,,2026-04-21 00:59:55,,,Oblečení,Trika,Dámská trika a košile,Dámská trika s krátkým rukávem,Dynafit
428385,184,Sandály Gumbies Tracker Grey - 42 / šedá,Sandály Gumbies Tracker Grey,Velikost bot (EU): 42 / Barva: šedá,42 / šedá,Tracker Grey,660158,150485,884377,2026-04-09 00:00:00,2036-04-20 00:00:00,810114347287,428378,2,1069,1190,,1,259,SATRA013-42,SS26,2026-04-21 00:59:55,,0.9,Boty,Sandály,Dámské sportovní sandály,Dámské sportovní sandály,Gumbies
488687,263,Pánská funkční mikina High Point Interior 5.0 Jacket - M / černá,Pánská funkční mikina High Point Interior 5.0 Jacket,Velikost: M / Barva: černá,M / černá,Interior 5.0 Jacket,724067,169992,1023007,2025-09-29 00:00:00,2036-04-19 00:00:00,8591788565932,488685,2,2689,2990,,1,105,3007313,SS26,2026-04-21 00:59:55,,0.3,Oblečení,Mikiny,Pánské mikiny,Pánské mikiny,High Point
526110,484,Dámské triko Helly Hansen W HH Durawool T-Shirt - L / růžová,Dámské triko Helly Hansen W HH Durawool T-Shirt,Velikost: L / Barva: růžová,L / růžová,W HH Durawool T-Shirt,751604,145627,1109295,2026-02-09 00:00:00,2036-04-20 00:00:00,7042040487017,413202,1,2239,2490,,1,233,49533_092-L,SS26,2026-04-21 00:59:55,,0.8,Oblečení,Trika,Dámská trika a košile,Dámská trika s krátkým rukávem,Helly Hansen
406535,14,Dámská bunda Trimm Ervi Lady - M / zelená,Dámská bunda Trimm Ervi Lady,Velikost: M / Barva: zelená,M / zelená,Ervi Lady,639468,143486,835016,2025-01-13 00:00:00,2036-04-20 00:00:00,8595225553353,406525,2,1609,1790,,1,210,55335,SS26,2026-04-21 00:59:55,,1,Oblečení,Bundy,Zimní bundy,Dámské zimní bundy,Trimm
23948,62,Sušené maso Indiana Jerky Hovězí original 60 g,Sušené maso Indiana Jerky Hovězí original 60 g,,,Hovězí original 60 g,55952,42026,,2026-01-18 00:00:00,2036-04-20 00:00:00,8594055300182,,2,149,124.56,,2,283,,SS26,2026-04-21 00:59:55,,,Vybavení,Vaření a jídlo,Jídlo na cesty - MRE,Sušené maso - jerky,Indiana Jerky
531187,67,Dámské boty Regatta Women’s Amble Boot WP - 38 / hnědá,Dámské boty Regatta Women’s Amble Boot WP,Velikost bot (EU): 38 / Barva: hnědá,38 / hnědá,Women’s Amble Boot WP,767342,183157,1121116,2026-03-10 00:00:00,2036-04-19 00:00:00,5063516442714,531177,2,1169,1799,,1,258,RWF1096_1NW_F38,SS26,2026-04-21 00:59:55,,0.7,Boty,Trekové boty,Dámské trekové boty,Dámské kotníkové trekové boty,Regatta
549019,618,Dětská mikina 4F Sweatshirt F1936 Dark Pink,Dětská mikina 4F Sweatshirt F1936 Dark Pink,,,Sweatshirt F1936 Dark Pink,777777,188043,,2026-04-13 00:00:00,2036-04-19 00:00:00,,,2,379,625,true,1,121,,,2026-04-21 00:59:55,,,Oblečení,Mikiny,Dětské mikiny,Dětské mikiny,4F
483138,619,"Dámské ponožky Darn Tough Mystic Stripe Crew - 35-37,5 / modrá/fialová",Dámské ponožky Darn Tough Mystic Stripe Crew,"Velikost ponožek: 35-37,5 / Barva: modrá/fialová","35-37,5 / modrá/fialová",Mystic Stripe Crew,713477,168931,1009431,2025-09-01 00:00:00,2036-04-20 00:00:00,642249182125,483135,2,709,837,,1,125,1644,FW25,2026-04-21 00:59:55,,0.3,Oblečení,Doplňky k oblečení,Ponožky,Ponožky,Darn Tough
541169,68,Dámské kalhoty Dare 2b Melodic Pro II Trouser - L / světle zelená,Dámské kalhoty Dare 2b Melodic Pro II Trouser,Velikost: L / Barva: světle zelená,L / světle zelená,Melodic Pro II Trouser,782021,185982,1144429,2026-04-15 00:00:00,2036-04-20 00:00:00,5063516385219,541149,2,1419,2369,,1,115,DWJ632_R_1JE_14L,SS26,2026-04-21 00:59:55,,1,Oblečení,Outdoorové kalhoty,Dámské kalhoty,Dámské kalhoty,Dare 2b
477916,68,Pánská bunda Dare 2b Mountaineer II Hybrid,Pánská bunda Dare 2b Mountaineer II Hybrid,,,Mountaineer II Hybrid,709449,167191,,2026-04-08 00:00:00,2036-04-19 00:00:00,,,2,1379,2749,true,1,211,,,2026-04-21 00:59:55,,,Oblečení,Bundy,Zimní bundy,Pánské zimní bundy,Dare 2b
5280,81,Boty Alpine Pro Springbok ULTRA LGT ORANGE.COM,Boty Alpine Pro Springbok ULTRA LGT ORANGE.COM,,,Springbok ULTRA LGT ORANGE.COM,117059,14513,,2025-01-13 00:00:00,2025-01-13 00:00:00,,,1,879,1599,,1,270,,,2026-04-21 00:59:55,,,Boty,Městské a volnočasové boty,Dámské městské a volnočasové boty,Dámské městské a volnočasové boty,Alpine Pro
61732,174,Cyklistické rukavice Axon 374 - L / černá,Cyklistické rukavice Axon 374,Velikost: L / Barva: černá,L / černá,374,488255,20554,56397,2026-04-12 00:00:00,2036-04-19 00:00:00,8591286171512,10424,10,320,320,,1,127,R120374 L cern,SS26,2026-04-21 00:59:55,,0.3,Oblečení,Doplňky k oblečení,Rukavice,Rukavice,Axon
531357,315,"Pánské trekové boty Scarpa Ribelle Cross 2 Gtx - 43,5 / černá/zelená",Pánské trekové boty Scarpa Ribelle Cross 2 Gtx,"Velikost bot (EU): 43,5 / Barva: černá/zelená","43,5 / černá/zelená",Ribelle Cross 2 Gtx,763002,183195,1121550,2026-03-16 00:00:00,2036-04-20 00:00:00,8057963630524,531344,10,3949,4389,,1,250,63136-201/1,SS26,2026-04-21 00:59:55,,0.4,Boty,Trekové boty,Pánské trekové boty,Pánské nízké trekové boty,Scarpa
218370,472,Dámské boty Vans Ward Wm - 37 / černá,Dámské boty Vans Ward Wm,Velikost bot (EU): 37 / Barva: černá,37 / černá,Ward Wm,190154,90724,422926,2025-01-13 00:00:00,2036-04-20 00:00:00,192826711717,218368,2,959,1890,,1,728,VN0A3IUN1861,FW23,2026-04-21 00:59:55,,0.3,Boty,Tenisky,Dámské tenisky,Dámské tenisky,Vans
472265,67,Dámské sandály Regatta Santa Clara 2 - 36 / modrá,Dámské sandály Regatta Santa Clara 2,Velikost bot (EU): 36 / Barva: modrá,36 / modrá,Santa Clara 2,704534,165124,985063,2026-03-12 00:00:00,2036-04-20 00:00:00,5063516032939,472264,2,509,1249,,1,259,RWF881_7AF_F36,SS26,2026-04-21 00:59:55,,0.9,Boty,Sandály,Dámské sportovní sandály,Dámské sportovní sandály,Regatta
482663,116,Dámské boty Merrell Trail Glove 7 - 41 / béžová,Dámské boty Merrell Trail Glove 7,Velikost bot (EU): 41 / Barva: béžová,41 / béžová,Trail Glove 7,712342,131914,1008339,2025-01-13 00:00:00,2036-04-20 00:00:00,195021292227,351922,10,2039,3399,,1,561,J068706,SS26,2026-04-21 00:59:55,,0.4,Boty,Barefoot boty,Dámské barefoot boty,Dámské barefoot boty,Merrell
549193,67,Dámská mikina Regatta Kemilia - XXXL / růžová,Dámská mikina Regatta Kemilia,Velikost: XXXL / Barva: růžová,XXXL / růžová,Kemilia,778909,188067,1162264,2026-04-14 00:00:00,2036-04-20 00:00:00,5063516371915,549176,1,1909,1909,,1,113,RWA762_ZN7_20L,SS26,2026-04-21 00:59:55,,0.7,Oblečení,Mikiny,Dámské mikiny,Dámské mikiny,Regatta
511300,262,Pánské boty Salomon Speedcross 6 20 Years - 44 2/3 / šedá,Pánské boty Salomon Speedcross 6 20 Years,Velikost bot (EU): 44 2/3 / Barva: šedá,44 2/3 / šedá,Speedcross 6 20 Years,749069,176637,1076038,2026-03-30 00:00:00,2036-04-20 00:00:00,198720311114,511292,2,3409,3790,,1,452,L49158800033,SS26,2026-04-21 00:59:55,,1,Boty,Běžecké boty,Pánské běžecké boty,Pánské běžecké boty,Salomon
550191,67,Dámské triko Regatta Filandra IX - XL / černá,Dámské triko Regatta Filandra IX,Velikost: XL / Barva: černá,XL / černá,Filandra IX,778584,155300,1164724,2025-01-13 00:00:00,2036-04-20 00:00:00,5063516330424,443110,2,199,599,,1,235,RWT327_ZX6_16L,SS26,2026-04-21 00:59:55,,1,Oblečení,Trika,Dětská trika,Dětská trička s krátkým rukávem,Regatta
482993,262,Pánské běžecké boty Salomon Genesis - 46 2/3 / černá,Pánské běžecké boty Salomon Genesis,Velikost bot (EU): 46 2/3 / Barva: černá,46 2/3 / černá,Genesis,712762,144035,1009084,2025-01-13 00:00:00,2036-04-20 00:00:00,195751929738,408270,1,2539,3690,,1,452,L47807600,FW25,2026-04-21 00:59:55,,0.5,Boty,Běžecké boty,Pánské běžecké boty,Pánské běžecké boty,Salomon
551263,67,Dětská mikina Regatta Junior Frankie F/Z Ivy Moss - 164-170 / světle zelená,Dětská mikina Regatta Junior Frankie F/Z Ivy Moss,Dětská velikost: 164-170 / Barva: světle zelená,164-170 / světle zelená,Junior Frankie F/Z Ivy Moss,783416,188512,1167322,2026-04-19 00:00:00,2026-04-19 00:00:00,5063516409465,551256,1,869,869,,1,121,RKA484_C0Q_K15,SS26,2026-04-21 00:59:55,,0,Oblečení,Mikiny,Dětské mikiny,Dětské mikiny,Regatta
